genename	coding_BF
RUFY2	2.8838594629
IGFL2	0.8958012482
CEP19	0.889416931
LIG3	8.4456160282
GATA4	3.2793395061
PRLH	4.2067318469
METTL14	3.2294916275
P4HA2	15.141782615
PRKDC	3.7137320681
PRKD2	1.4991061918
DAPK1	0.9688098935
REG1B	0.884309998
CIC	4.2149061485
ADAP1	3.2083795285
GCET2	0.8848368194
CPO	0.7651087406
C14orf109	0.8825563892
OR52B2	0.7802673274
SLC9A9	0.6191332108
CDHR4	0.8839589733
FOXD3	3.1735234952
OR2Z1	0.7517395176
MBP	0.8083822493
SAMD11	0.5508827525
EIF5A2	0.885539779
GTPBP3	0.5183851749
SHOX	3.2865282675
HSPA13	14.0958884445
GALNT8	0.5844850322
EHD2	2.0271617361
PHF1	0.62032594
PRB1	0.8783631406
OSBPL6	0.4935129919
YWHAG	3.2507539806
MAP2K1	3.3519990991
MPL	0.6434687847
C14orf126	0.8715952562
SPINK5	9.0874949522
UCMA	3.9928845104
ERP44	3.4414960289
KLRB1	0.8659128757
HTR1D	3.1735234952
RGS4	0.861123054
CAB39L	0.7895190082
GPCPD1	2.7797103564
GADL1	0.7910725189
TMEM85	4.0909970267
WNT9B	3.1118097648
SLC1A4	2.7028105808
MAFA	0.8592492289
C7orf33	0.8577193977
HRH2	3.1804618179
CLEC2L	0.8655697864
ROM1	0.7271742348
RAB18	0.8714224682
CRHR1	3.5885263588
NGLY1	0.6534924023
CD300LG	0.7357432156
TNFRSF17	0.85213531
SLC16A9	3.1528065121
MKS1	2.6680965037
EIF3G	3.0580413222
FBXO36	0.8531476506
CHMP2B	0.8595895942
GABRA1	3.2013753542
MYL2	0.8492740996
AZI1	0.3130304177
SCRT1	3.1186023463
KCNE1L	0.8467581778
LASP1	0.7314450838
CASQ2	0.7400688189
VEZF1	3.0647071212
VPS4A	3.0847989229
MAPK3	3.051391191
G6PC	0.744422084
LY75-CD302	0.2986284098
HMMR	0.6484595458
TRIM21	0.715917266
IL20RB	3.564866464
MED6	0.8469256535
ZNF382	3.1254109572
ZNF596	3.2436497638
THSD7A	5.5522701705
TICAM2	3.9172705783
DUSP18	0.8364446937
CD96	0.6727471351
GLCCI1	3.2154002707
XCR1	0.7145235177
C9orf96	0.5456623706
PRSS55	0.7400688189
KPRP	2.5834012206
TCP11L1	3.0381377734
EPO	0.8303550186
KIAA2022	1.5783557341
NARG2	10.3111439053
NEU3	0.7215218857
METTL21B	0.8338053811
KRTAP5-5	0.8280634048
ZNF45	0.6336120291
C10orf96	0.8502827437
PAOX	2.5723298049
GCNT3	0.7314450838
MOG	0.8267569998
RBBP5	3.098272528
TRPT1	0.8179971759
FGFBP1	0.8585689378
OLR1	0.8269201778
RFX8	3.1118097648
RCOR2	3.0315344081
NANS	0.7117448612
MTERFD2	3.3815486262
METTL7A	0.8235007829
TBX22	2.9792625586
TFAP4	2.9857429374
OR51A7	0.8179971759
RHOC	0.8213917222
LRPAP1	2.9922385537
C14orf28	0.824801593
OR10AG1	0.8163860897
NDNF	2.9922385537
TMEM40	0.828717449
TSSK2	2.9470878847
MOCOS	2.1735068499
CETN1	0.8163860897
MVK	3.0447566879
OR4K2	0.8163860897
HYI	0.8638565561
MPPE1	0.7007471222
EMID2	3.2013753542
PNKP	0.5957944507
DMBX1	2.9792625586
CYP11A1	0.7075988765
ADCY3	1.2150915819
KRT80	2.9279634843
PGA5	2.9922385537
PSEN1	3.1596958838
NRM	0.8115734993
PIKFYVE	4.5481795941
HSCB	0.8163860897
CEP55	0.7314450838
MYNN	2.9216185243
C1orf111	0.8099761653
GNB2	2.9857429374
SCG2	2.9279634843
GABRG2	3.098272528
PLEKHG5	0.3543849112
GPN1	3.3519990991
ZNF177	0.8179971759
LGSN	0.7075988765
MRAP	0.8454196682
DCAF4L2	2.9599124633
SLC8A2	1.3642826055
SWAP70	3.0447566879
BTNL8	0.7400688189
BLID	0.9269999393
OR8H3	0.8036209311
HSD17B8	0.8036209311
LRTOMT	0.9930430317
BEST1	0.6859257505
PDGFD	3.2865282675
CABYR	0.7285948313
PPEF2	0.536400592
VPRBP	1.4212209577
SCARB2	0.7021116821
SRF	2.9470878847
B4GALT7	0.6885949973
CRP	0.8311751228
HBXIP	0.8020406086
ZNF311	2.8343322107
TMEM99	0.830518969
OR2V2	0.7941895209
BAIAP3	0.2959420853
WDR26	2.9987494462
OR8H2	0.7941895209
ARVCF	6.129155326
TMEM109	0.7973198823
SDC3	2.9534926509
IL22RA2	0.8342995615
KRT81	0.5833669839
ZNF562	0.8004636649
PTBP2	3.0915277917
DYNC1LI2	2.9216185243
NUDCD1	2.9922385537
MED13L	3.6872505107
NHSL1	1.2028708926
BPIFA1	0.826104638
SLC25A29	2.9152884218
DPP4	11.5543699744
DDX5	2.8527963648
AICDA	0.7879688143
MUC1	0.7895190082
BCL2L10	0.7879688143
STX17	0.8212297303
EMCN	0.8409191594
BMP1	1.3313048406
YIPF1	0.798890092
NAT6	0.7818010525
IL20RA	2.8963868845
C5orf15	0.7879688143
HLA-DRB1	0.7787368733
RAPGEF2	1.3615010677
TTC14	3.2224376229
PSMG2	0.8131742595
COG1	1.8026006729
ABCB11	0.3943602925
CCDC120	2.8776177219
SRPR	2.407121271
LRGUK	0.5283111504
C15orf60	0.8367752461
CHST4	0.6953176394
TMEM201	2.8713905783
APEX2	2.8038449867
FAM214B	2.8527963648
CREBBP	1.9481065137
B3GNT4	0.6912755382
MAP2K5	3.3446554148
SYTL1	0.667552965
TCEA1	0.8020406086
ZNF642	0.6953176394
OR2M7	0.8052046401
BLVRB	0.7787368733
HDAC1	2.9026726392
TBX4	2.7677273098
TUBG1	2.8343322107
PSMD3	2.7857228938
SFPQ	2.7737118401
NF1	2.950992006
GNRHR	3.6605305666
FMN1	0.4319576922
KLC4	0.5690418811
TBC1D22B	2.8776177219
EPHB2	6.4355634827
TPBG	2.7617567304
TDP1	2.7857228938
STK16	0.7576497734
PI4K2B	0.7787368733
BRCA1	6.0155365489
OR2T35	0.7651087406
ARV1	0.8036209311
PARD3B	8.4132197138
HDGFRP2	2.8282062254
FBXL8	0.763610584
SLC25A27	0.7711334038
SYT7	2.9026726392
FBXO7	0.6806209335
C12orf43	0.7606238302
CTSZ	0.7621156163
HNRNPA1	0.7606238302
C1orf85	0.7576497734
CARS2	2.7917494878
GCLC	2.7439283479
KLHL17	2.0271617361
NLRP5	1.4746619541
VASH2	0.76811465
EVI2B	0.7621156163
CDH19	0.5844850322
GDF3	0.7561674882
LRIT2	0.6714444873
ELOVL5	0.7895190082
NDUFV3	0.67405253
LACC1	0.7591352184
MAMSTR	0.7561674882
GGCX	0.5529860749
ETHE1	3.6203373633
HCLS1	0.657294901
GDI1	2.7737118401
KLK9	0.7833380561
SYT14	3.2224376229
MAP2K7	2.7558000669
TEAD1	3.2436497638
ZNF250	2.7977901736
PITX1	2.7617567304
LY6G6F	0.7818010525
RORB	3.0780858817
ARNTL2	0.6688474085
TMEM14C	0.9127076356
ZNF829	0.7606238302
FGD3	2.0791082123
POLR3B	0.4153883625
SETMAR	0.738623887
C1orf51	0.7458793525
EXOC6B	0.5540410062
GLRA2	3.1390764306
RPP40	0.7429679103
MEF2D	2.726224269
ZNF324	0.4629239887
ELAVL3	2.7498572843
ASCC1	0.7957530278
PEX12	0.7864219294
C5orf54	3.051391191
RNF130	0.6753606785
CLEC4F	0.6585677388
LACRT	0.9008012909
CAMK2A	2.720350371
COMMD8	0.9018766733
GSDMB	0.7357432156
DNAJC17	0.7488032025
TUBB8	2.7028105808
TRIM55	2.9987494462
METAP1D	0.7711334038
DENND5A	1.5686113596
ANXA1	0.7711334038
PFKFB3	0.5353820935
SNRNP40	0.7488032025
WAPAL	0.4534733291
RARA	2.7677273098
MAT2A	0.7343074619
LRRC40	0.6534924023
MFN1	2.7028105808
DYDC2	0.896870139
FAM92B	3.4490698725
TBC1D2	1.7147171338
EFHB	0.5745057965
PDSS2	3.2507539806
GLI3	0.7314884233
TSC2	2.6631506359
AFM	13.2751409086
SLC24A1	1.9807739903
FDXACB1	0.6227188956
WISP2	0.7576497734
BDKRB1	0.7257566489
TAPBP	0.6215211664
AP3M1	0.7343074619
ASNSD1	0.6472079241
SLC22A9	3.0183741677
HNRNPR	2.7144901464
MKL2	1.8953674069
GUCY1A3	2.6680965037
DGCR14	2.6001049962
PUF60	2.611305658
TTC17	1.7988433319
FOXN2	0.7488032025
SLC17A9	0.6422276271
MYBPC1	0.4327644044
NDOR1	0.5313290555
METTL16	2.7797103564
SETD7	0.7285948313
MED24	1.6864596925
IDH1	0.7229304813
HOXA6	0.7173139703
DFNA5	0.6522302208
GNB4	3.4795459456
USP21	2.5834012206
SLC22A23	2.7917494878
WDR48	0.6251218854
ZNF778	2.3663730419
USP50	0.7772096826
SLC23A1	2.5889562266
PBX3	3.0447566879
GALR1	0.6636859434
UIMC1	2.720350371
MRI1	0.7145235177
STAMBP	0.7201162733
SLC22A11	2.5889562266
PAAF1	0.7621156163
PLEKHA2	0.7257566489
FBF1	0.3616147974
CPSF2	2.611305658
CYP27B1	2.5558186919
SP3	2.6680965037
TSNARE1	2.4122678634
C3orf23	0.7243420667
PPIF	0.8604411493
CCDC6	2.726224269
PKNOX2	2.9792625586
DUOX1	0.8897352942
TTC16	0.4560298294
FGFR3	0.4153883625
INTS9	0.5529860749
AMTN	0.8577193977
NR1I2	0.693967425
LRFN5	2.6395360517
THSD4	1.7544088927
CATSPERG	1.8368006058
UBR5	2.784277599
DNAJA4	0.6993854446
ERN2	0.3828652113
LAG3	0.693967425
OC90	0.7314450838
PPCS	0.7048494751
SRRM3	2.6796140302
ARID3B	0.6179429733
ADAM20	0.5980847418
EFCAB4B	0.7621156163
DIP2C	3.4444023467
FLAD1	0.5992334731
TUBB4B	2.5503404629
SBF1	2.1469830582
MKRN2	0.6953176394
ZFP82	0.7021116821
ALDH3B1	0.6926200601
WDR78	0.5647113931
SSH1	1.6552697149
AIG1	0.8249643513
IFRD1	0.7007471222
ABCG8	0.5343656952
EGR3	2.5285540784
FAM134A	0.6872589653
PPP1R3D	0.6872589653
RBMS3	3.2436497638
TULP2	0.5867281195
OLAH	0.8434162164
ZNF804A	2.0271617361
DLX2	0.6845953463
C14orf101	0.6263271574
PTPN11	2.6623578099
KCNS1	2.5069686368
ENO2	0.6832677463
SNAPC3	3.3081969568
PABPC1	2.5123462682
PHF19	2.5503404629
ST3GAL3	2.9026726392
PRODH2	0.6061764022
IQCC	3.1459333748
HADHA	2.5016034396
KIF1A	0.7063745916
TAS2R42	0.826104638
FAM198B	0.6167552216
KRT79	0.6038524293
KLF17	0.7062227214
SLC41A2	0.7343074619
PPP5C	2.5285540784
PDIA4	2.5123462682
TEPP	3.2154002707
MS4A12	0.825778667
WDR35	1.875624149
FBXL16	2.448628585
GRWD1	0.5789179708
DEFB110	0.963614454
MUDENG	0.6806209335
NOL10	2.9470878847
GLS	0.7075988765
KCTD3	2.5069686368
NDUFB2	4.1120309796
CARD10	1.5525147419
ZNF331	0.662402352
ZXDC	2.4591257994
TAAR2	0.8004636649
GORASP2	3.2365623269
TCF7L1	2.6566324511
XRCC2	0.8249643513
SULT1B1	0.8222022035
PRB3	3.549186932
BTBD10	0.7007471222
TRUB2	0.7007471222
IL28RA	0.6714444873
EIF2B5	2.422596747
C3orf25	0.600384602
OR8J1	0.8115734993
TMF1	2.1145368988
FEZF2	2.4538711279
PRPF6	1.5783557341
OR13C5	0.8099761653
DHRS12	0.8217158104
SLC34A1	2.3866532107
WDR55	3.1528065121
LENEP	0.9453030641
CYB5R4	0.7075988765
STAT1	2.422596747
FAM71A	0.5901103058
BTBD2	2.448628585
LILRB4	0.6899338527
C19orf57	0.5756054045
CCT4	0.667552965
ICA1	0.6899338527
WDR52	0.5313290555
VN1R4	0.8052046401
DLGAP2	1.16699769
SAMSN1	3.5964506759
ADAMTS9	3.747434685
CLPTM1L	0.5723134207
TRIM17	12.5556423362
NFXL1	2.4696716488
TRRAP	1.9338021656
SLC6A12	2.7144901464
EIF2B3	0.7229304813
RPS6KB1	0.6832677463
CCDC116	0.5614870244
CHST2	2.3968636377
RNF31	0.3807506466
SCYL2	2.4696716488
ALKBH1	0.6926200601
TAS2R41	0.7973198823
KRTAP6-2	0.9308893361
CTSK	0.798890092
C1orf173	0.3649538855
MBOAT2	0.7173139703
TMEM101	0.7941895209
GPSM1	2.407121271
KRT27	0.6472079241
MASP2	0.5789179708
C18orf21	0.9233121822
SNTB2	0.7048494751
ZBTB1	0.6585677388
TACR2	0.667552965
UFM1	0.9231282138
OR6K2	0.7833380561
TMTC3	0.5712206427
RASEF	0.5745057965
ACTL8	0.6560247364
DOK3	0.8004636649
CARD17	0.9192740727
C4orf36	0.9187249116
SH3RF3	2.2247927005
ZMAT5	3.9928845104
STAT2	2.3313292923
SPINLW1	0.9125259644
ZBTB41	2.4019865389
KRT31	0.6422276271
KRTDAP	0.908900789
SSRP1	2.3512851025
GNPDA1	0.7787368733
C1orf63	0.6649722386
GJB2	0.7895190082
RFWD2	2.7737118401
STXBP1	2.4538711279
BSX	0.7328747537
ZNF233	0.6662612437
SERPINI2	0.7864219294
GRN	0.5446247567
SV2B	2.5448749186
BCKDK	0.6372889501
MPHOSPH6	0.9061921886
HRH1	0.6688474085
MCL1	0.6311735593
CUTA	0.8384301404
LEPROTL1	0.9127076356
HIST1H2BJ	3.8483208329
ZBTB32	0.632391517
SLC6A5	1.9807739903
FAM189B	0.5734084702
FAM162B	0.9002641228
RAD9B	0.7957530278
MAPK8IP1	2.3363010331
CCDC171	8.1276277722
MSLN	0.4699314645
ENO3	0.6560247364
NDST2	1.9641910245
ERICH1	0.6360607398
OR9A4	0.7772096826
GALNT9	3.3593602177
UNC93A	0.6215211664
C5orf4	0.7787368733
ARHGEF3	2.8220945462
EPN2	2.3917525381
ATP5SL	0.7621156163
SH3YL1	3.7739887125
COLEC12	2.3968636377
C16orf92	0.8853639822
CYP17A1	0.6472079241
ASPHD2	2.9663473599
TNFSF18	0.8878285962
TMEM136	0.8890637008
NME7	0.7621156163
NR4A2	2.296845493
TPK1	3.8406464968
C22orf40	0.8851882233
FARS2	0.6753606785
PRSS42	0.885539779
IKBKB	2.2822357458
ADPRH	0.7561674882
REG4	0.8813311136
CCNJL	2.9987494462
TMPRSS11B	0.763610584
ZC3H12B	2.3017378338
GFER	0.8799330639
LY6G6D	0.8823812364
TEX10	2.3563028364
MAU2	2.3164825207
LGALS13	0.8820310444
CCDC28B	3.7806815951
CRY2	2.3115563197
MFAP3	0.7606238302
CACNA1H	2.169387687
AP1G1	2.3866532107
SGSH	0.5273093236
LCA5L	0.6598432558
OR10G7	0.7532123675
GAL3ST1	2.2773881629
ACP1	0.8834327203
FAM198A	0.6397531097
DUOXA1	0.6447125494
C15orf32	0.8820310444
CYP26B1	2.2822357458
REG3G	0.8915395205
WDR63	0.5404956832
VWA5A	0.5636343741
ARL5A	0.8880049254
STK33	0.7314450838
C10orf82	0.877666375
PTGDR	0.6372889501
PSMC4	2.9279634843
LNX1	2.3412842294
KDM1A	2.3363010331
SULT1A1	0.7532123675
LYRM1	0.9002641228
CDT1	0.5213415286
SLC25A45	0.744422084
SLC35A5	0.7546883553
SNRNP25	0.8659128757
PRELID2	0.8999062043
QTRTD1	3.3009569492
PSG5	0.76811465
KRT17	0.6360607398
LRP5L	0.7488032025
GNA14	0.7173139703
MCM6	2.258108762
MYO1D	1.8561027753
CAPN6	0.6191332108
IKZF1	2.3917525381
GDE1	0.7415168243
C18orf26	0.864027713
METTL7B	0.856531577
IL18BP	0.8575495994
SLC6A3	2.1920069569
TRIML2	0.7328747537
PPDPF	0.8577193977
ANTXR2	3.1804618179
PARVG	0.7328747537
HIST1H2BG	0.8553455452
ARL6IP1	0.8573798376
SSX1	0.8623178018
SLC44A3	0.6360607398
UBE2D3	0.8903006746
RGS18	0.8678025128
CHSY1	2.2485352376
CLEC12A	0.8607820282
LIMCH1	1.7218610833
IKZF2	3.0915277917
ATP6V0D2	0.7546883553
UNC79	2.7891774636
ITGB3	2.2295194557
AASS	2.2295194557
RANGRF	0.8487702656
CAT	2.7977901736
TLK1	2.5448749186
KIAA1751	1.875624149
SLC35A4	0.7285948313
PDE11A	9.3190447541
FAM71E1	0.7300184453
RANBP2	2.5596654742
SAGE1	2.2059936387
SLC25A31	0.7429679103
C11orf71	0.847260713
EIF4G2	2.1781160119
CYP4Z1	3.1322356384
HOGA1	0.7257566489
SPAG6	0.7131327183
DHRS7B	0.7517395176
NFE2L3	13.4350550524
MBL2	0.8364446937
LRRC29	0.8497782589
TH1L	0.5935136857
BIRC7	0.715917266
HIST1H2BH	0.8389273025
LEMD3	2.2629120274
RIPK3	0.6132068263
C7orf44	0.8883576981
C7orf49	0.9781887535
IKBKAP	0.3921767503
DPF3	0.6819429442
NCOA3	0.3835728959
CHMP4C	0.8384301404
R3HDM2	0.6061764022
TAS2R46	0.8357840149
RBM12	2.146072169
BIRC8	0.833640725
C11orf54	0.8464233345
UBR2	1.2576542423
EMP2	0.8395906841
KRTAP24-1	0.833640725
SLC6A20	0.5283111504
PHPT1	0.8341347993
IL1RL2	0.6227188956
ZNF786	1.8253234201
KIAA0195	5.5852410141
DHX33	0.5029223893
GLYATL2	0.8311751228
BUD13	0.5878531689
RORA	2.8466272442
COMMD4	0.8315034111
LHFPL3	3.4795459456
TRIM37	9.7634663884
IL29	0.8292083508
DCAF11	2.6969911715
TMEM86B	0.8244761811
DTWD2	0.7787368733
PLIN4	0.988265346
FAM47B	2.1324952884
DEFB134	0.9624587577
PPP1R9A	1.7876219553
ABCF1	2.0791082123
PILRB	0.8290446817
FAM89B	0.9632290542
FAM84B	0.5811378518
LIMK1	2.1735068499
DDR2	2.2533165078
DTX1	2.146072169
GRPEL2	0.825778667
ALDH5A1	2.9727973789
RPL39L	0.9663169543
MAMLD1	2.36133214
OAZ3	0.8265938568
C10orf116	0.95498339
DEFB1	0.9542202645
NOP16	0.8212297303
PDE1B	2.7558000669
ZNF627	0.7075988765
PAX1	0.5822512588
U2AF1L4	0.8163860897
POLR3GL	0.8241509089
CACNG6	0.8204202914
CDKL3	0.7314450838
TAS2R9	0.8200967588
C1orf122	0.9563204577
LAMC3	0.8519948602
C1QTNF5	0.8179971759
CYP27A1	0.6085100966
EEF2K	0.4611899034
SERPINA3	0.7117448612
BNC1	2.1279903004
C6orf174	2.1370105789
COX14	0.9547925464
TPD52L1	0.855684229
NT5DC2	2.3412842294
NAGS	0.5946528801
FRA10AC1	0.829372055
WFDC10A	0.9483284871
KAT2A	2.0572911994
PRSS21	0.8099761653
SOX10	0.5745057965
ARL10	0.8131742595
PHKB	0.4475684707
GGT7	2.1279903004
MEGF10	0.3669733885
OR8K1	0.8052046401
THBS1	0.335452265
U2SURP	2.1597424588
MRPL10	0.8052046401
DNAJC19	0.9430408879
RPA2	0.8179971759
TAS2R5	0.8067917436
HEPN1	0.9400338094
NTN4	0.600384602
VSX1	0.9428526393
PRCP	3.1322356384
HSPA12A	2.1370105789
CLEC17A	0.8147784536
PRTG	0.4467317567
CPNE9	0.5745057965
SLC25A40	0.8254528359
NAAA	0.6859257505
PLK3	0.5657906483
BTAF1	5.7093401626
ZAP70	2.0357212279
FCER1G	0.9372241452
INSL3	0.9387214941
PYDC2	0.9372241452
MYLK4	0.7075988765
GOLGA1	0.5867281195
SFSWAP	0.3485861864
BSCL2	0.693967425
CCL13	0.9357293941
CD80	0.8052046401
PDYN	0.8004636649
MMD	0.8131742595
RHOD	0.8099761653
ZNF426	0.6912755382
CD4	0.8052046401
TRAF7	2.0967417385
MYOCD	2.0967417385
C20orf24	0.9375982387
GRP	0.9366633093
OR5D16	0.798890092
C8orf22	0.944171239
OR4S1	0.7957530278
C16orf61	0.9405968411
DBI	0.9310749878
MLLT11	0.9359160961
ASL	2.6969911715
LRP2	2.2140870415
KRTAP3-3	0.9294055719
ACBD7	0.9303326228
TCTE1	0.5901103058
MRPL15	0.8179971759
OR1Q1	0.7941895209
SERPINC1	0.6859257505
ENPP2	2.1145368988
KRT222	0.8147784536
C7orf66	0.9275544834
HAMP	0.9286646547
CDS2	0.7034791309
C11orf10	0.92792438
SPINK4	0.9286646547
MLN	0.9273695953
TMEM155	0.9258919326
DPH3	0.926261108
PTH	0.9253384696
SCRG1	0.9282944371
C2CD4B	0.9249696942
FEV	0.7926293539
HINT3	0.9327476663
OR5M8	0.7941895209
C6orf72	0.8004636649
SLC25A24	0.6966707098
SRR	0.8004636649
SNAP91	2.9026726392
DCD	0.919823591
LCE3D	0.920740249
SMR3A	0.9187249116
TMEM55A	0.8067917436
CYP51A1	0.6832677463
FAM89A	0.9183590024
SLC45A2	0.6779852612
SRXN1	0.9143444477
C17orf58	0.9190909793
CAPNS1	0.8036209311
SGIP1	2.2919643832
SPTBN1	2.2430349177
METAP1	0.8131742595
EDIL3	3.1735234952
TAB1	0.5625595862
TAF13	0.919823591
TBC1D8B	2.1370105789
S100A1	0.9161668737
MEF2C	2.9663473599
DBR1	2.9406981268
CNOT4	2.8901158381
OR7C2	0.7848783459
TARS	0.5778114865
C6orf108	0.9158020727
RAB42	0.9150729445
LALBA	0.9132528852
SLC35A3	0.8115734993
GLRX	0.9110740103
SMUG1	0.798890092
IL5	0.9107114146
C7orf53	0.9081776355
RWDD1	0.9203734666
WISP3	0.7833380561
CCDC71	0.6688474085
EPGN	0.9110740103
C6orf146	0.6766715868
TXNDC8	0.9163493335
OR4A15	0.7941895209
ZKSCAN3	0.67405253
OR51G1	0.772647616
MMP3	3.2224376229
CCL21	0.9047511929
ZNF660	0.798890092
JMJD4	0.5668721447
GHRL	0.9060119277
CDKL4	0.8020406086
TMEM133	0.9033126893
C11orf51	0.9061921886
C8orf4	0.9060119277
IL15RA	0.7895190082
FBXO48	0.9058317058
DGUOK	0.7895190082
GNB5	2.9792625586
HN1	0.9152551673
EDDM3B	0.8999062043
PF4V1	0.9025943707
MS4A6E	0.9022354443
C7orf65	0.9029534523
PIWIL4	2.2822357458
CCDC34	0.7833380561
C10orf128	0.909986694
GHITM	0.7772096826
CPA1	2.9026726392
VRK3	0.67405253
ZNF571	0.67405253
OR51T1	0.7741650615
MCCC2	0.6819429442
KRTAP17-1	0.8993696167
QDPR	0.7741650615
KIAA1033	0.4815655086
LIMK2	0.5668721447
DYNLL1	0.9145265127
IFNA5	0.8988333772
C1orf124	0.7787368733
C20orf144	0.8991908316
TLE4	2.1735068499
XPA	0.7941895209
FOXK2	2.0101591258
PEX5	0.5701301312
ARID3C	0.6611214581
SRBD1	11.4724359652
RNF214	2.6452216052
FAM183A	0.8938452121
MMRN2	1.6759931093
BROX	0.772647616
CDCA5	0.7696224177
UGCG	0.7787368733
YPEL2	0.9190909793
HELQ	0.4717012746
NAT14	0.8915395205
ITSN1	1.059748378
BPHL	0.7895190082
FGFR1OP	0.7818010525
KRTAP9-8	0.8934900685
SKA2	0.9189079256
HRASLS5	0.7756857479
SLC25A21	0.8163860897
TBC1D29	0.8950894241
CLECL1	0.892957641
ARL1	0.8988333772
VAMP4	0.9123443326
C20orf79	0.8917166516
DEFB126	0.9123443326
C8orf44	0.8974051046
TRAK1	1.5493168647
POLD4	0.892957641
KRTAP4-4	0.8890637008
ZPBP2	0.7651087406
SNCAIP	2.1551752741
RGL1	2.3412842294
CLDN18	0.7741650615
GUCA2B	0.8892402969
FXC1	0.8876523051
PANK3	0.7741650615
CNRIP1	0.8943782153
TTC8	0.6753606785
ZNF593	0.8862433461
CHCHD4	0.8911853733
LYPD2	0.8885341416
KIAA0947	0.9219552408
FBXW8	0.5946528801
PSORS1C2	0.8792349437
RETN	0.8862433461
TMEM105	0.8899470626
VIP	0.8901238495
NMB	0.8881812927
DOCK7	0.2374643998
C14orf129	0.898654708
C8orf31	0.8874760521
LECT2	0.8901238495
GEMIN6	0.8881812927
ZYG11A	0.5519333253
LOR	0.8862433461
KCNC1	1.9891221161
GLRA1	0.6912755382
ACAT1	0.7651087406
ANO6	2.1279903004
SEPP1	0.7772096826
APBA1	1.4329134783
SIK1	1.9600687501
ZNF514	0.7772096826
PLEKHB2	0.7910725189
C19orf53	0.8813311136
SUSD4	2.7321118749
CREB3	0.7546883553
PTRH2	0.8850125024
SGCG	0.7879688143
PKD1L2	0.1634402976
MBD4	2.9857429374
CCDC8	0.5636343741
ANG	0.8748853183
EIF4E3	0.905291274
FAM98C	0.772647616
TGM3	2.1643200992
LYZL4	0.8850125024
KRTAP13-4	0.8794094173
PHF14	0.5745057965
DACT1	1.9193560291
MPHOSPH9	0.4770542735
SNX22	0.8808065621
HIATL1	0.6832677463
SLC37A3	0.6598432558
GOLGA3	0.8914930634
SNCG	0.8734983855
GYPA	0.8910083571
ORMDL2	0.8773182177
TPRG1	0.8083822493
TIMM17A	0.8797584773
TMOD4	0.7532123675
TMEM62	0.6649722386
FBXL21	0.747339723
PAN3	0.5844850322
ICOS	0.8766223536
IL22	0.8757533675
FAM167B	0.8734983855
AK7	0.555098124
DUSP13	0.8738448944
IL19	0.8864193329
TOP3B	1.6518427911
ANKRD1	0.763610584
CST1	0.8714224682
CST6	0.869007344
C6orf89	0.7606238302
HNRNPU	0.4517776426
HIBADH	0.8083822493
OXR1	2.7321118749
POLE3	0.868662921
KRTAP13-2	0.8681465648
ATP6V1F	0.8674586091
C10orf76	0.6073420314
IQCF3	0.8665994982
MCOLN2	0.6585677388
TCL1A	0.8665994982
CD300LD	0.8681465648
PGLYRP3	0.744422084
C1orf105	0.8872998371
EIF5A	0.866256113
GJD3	0.866256113
IL4	0.8653982972
WDR17	0.4247703096
C1orf95	0.880631787
RPL27A	0.8645414052
CPSF4L	0.8681465648
PTGER1	0.8621470132
KIN	0.7488032025
KIAA0240	1.9436728361
GML	0.8848368194
SMC3	1.9395970401
C17orf46	0.7415168243
MREG	0.8729789024
ZNF200	0.7576497734
EBAG9	0.874364938
C1orf65	0.5183851749
FAM177A1	0.8801076881
NDUFA12	0.8734983855
IL11	0.8590791012
FAM54A	0.7576497734
TMEM97	0.8618055464
UFSP1	0.8590791012
FAM96A	0.8683186464
TRAPPC1	0.8583989566
C10orf131	0.8755796828
SHISA4	0.8607820282
MLPH	2.4962506458
C16orf71	0.6251218854
ADH1B	0.7343074619
LSM4	0.8633433064
MTERF	0.7532123675
BCL2L12	0.7532123675
APOA1BP	0.7328747537
PROCA1	0.738623887
CYB5B	0.868662921
KRTAP4-3	0.8553455452
GRXCR1	0.7864219294
DSCAML1	1.9987990744
HCN2	1.8953674069
GSTA1	0.858229012
C12orf59	0.8577193977
APEH	0.5174037741
TAF6	2.1324952884
UMODL1	5.1273152465
C9orf123	0.8509558969
TMEM30B	0.6251218854
FAM107A	0.8655697864
SPC25	0.8590791012
MAPK15	0.5425559531
WDR88	0.6360607398
KLHDC2	0.7357432156
PPP3R1	0.892602881
DIP2B	1.2028708926
FAM204A	0.8583989566
GM2A	0.8467581778
MZT2A	0.8539922669
RFC1	0.459462869
ACAD9	0.5456623706
BET3L	0.8696966358
C20orf20	0.8482667566
TGM5	0.5394687364
TUBB1	0.62032594
SP7	3.1254109572
MPO	1.8139236295
LCN2	0.8447512765
CABP5	0.8449183205
RAB14	0.8561925284
UPP1	0.7328747537
BHMT	0.7285948313
EXOSC9	0.7257566489
CENPN	0.7818010525
KIF18A	0.5415247538
ZNF439	0.7257566489
NRL	0.8474282968
FCER1A	0.8470931652
BNIP3	0.8486023932
PPA2	0.7666100935
SMEK2	2.5177363649
MS4A6A	3.9120532831
CHMP5	0.8506192479
ELSPBP1	0.8407529751
ASAP3	0.4450634189
FTH1	0.8425829692
UNC119B	0.8415842542
ACSM4	0.6360607398
TMEM64	0.8470931652
DUSP28	0.8415842542
HIST1H2BI	0.8405868264
AVL9	0.6472079241
